SourceId,SourceKey,TargetId,TargetKey,IssueType,Status
48492,CSTEST-627,100377,NTP-7274,Feature,Funnel
48493,CSTEST-626,100378,NTP-7275,Feature,Funnel
48175,CSTEST-624,100379,NTP-7276,Epic,Done
48176,CSTEST-623,100380,NTP-7277,Epic,Archive
48177,CSTEST-622,100381,NTP-7278,Epic,Done
48178,CSTEST-621,100382,NTP-7279,Epic,Done
48494,CSTEST-620,100383,NTP-7280,Feature,Funnel
48495,CSTEST-619,100384,NTP-7281,Feature,Funnel
48496,CSTEST-618,100385,NTP-7282,Feature,Funnel
48497,CSTEST-617,100386,NTP-7283,Feature,Funnel
48498,CSTEST-616,100387,NTP-7284,Feature,Funnel
48499,CSTEST-615,100388,NTP-7285,Feature,Funnel
48500,CSTEST-614,100389,NTP-7286,Feature,Funnel
48501,CSTEST-613,100390,NTP-7287,Feature,Funnel
48179,CSTEST-612,100391,NTP-7288,Epic,Funnel
48180,CSTEST-611,100392,NTP-7289,Epic,Funnel
48502,CSTEST-610,100393,NTP-7290,Feature,Done
48503,CSTEST-609,100394,NTP-7291,Feature,Done
48504,CSTEST-608,100395,NTP-7292,Feature,Done
48505,CSTEST-607,100396,NTP-7293,Feature,Funnel
48506,CSTEST-606,100397,NTP-7294,Feature,Funnel
48507,CSTEST-605,100398,NTP-7295,Feature,Funnel
48508,CSTEST-604,100399,NTP-7296,Feature,Funnel
48509,CSTEST-603,100400,NTP-7297,Feature,Done
48510,CSTEST-602,100401,NTP-7298,Feature,Funnel
48181,CSTEST-601,100402,NTP-7299,Epic,Done
48182,CSTEST-600,100403,NTP-7300,Epic,Done
48183,CSTEST-599,100404,NTP-7301,Epic,Done
48184,CSTEST-597,100405,NTP-7302,Epic,Done
48185,CSTEST-596,100406,NTP-7303,Epic,Funnel
48186,CSTEST-595,100407,NTP-7304,Epic,Funnel
48187,CSTEST-594,100408,NTP-7305,Epic,Funnel
48511,CSTEST-593,100409,NTP-7306,Story,Backlog.
48512,CSTEST-592,100410,NTP-7307,Feature,Won't Do
48188,CSTEST-591,100411,NTP-7308,Epic,Done
48189,CSTEST-590,100412,NTP-7309,Epic,Funnel
48190,CSTEST-587,100413,NTP-7310,Epic,Funnel
48191,CSTEST-586,100414,NTP-7311,Epic,Done
48192,CSTEST-585,100415,NTP-7312,Epic,Funnel
48193,CSTEST-584,100416,NTP-7313,Epic,Funnel
48194,CSTEST-583,100417,NTP-7314,Epic,Funnel
48195,CSTEST-582,100418,NTP-7315,Epic,Done
48196,CSTEST-581,100419,NTP-7316,Epic,Done
48197,CSTEST-580,100420,NTP-7317,Epic,Funnel
48198,CSTEST-579,100421,NTP-7318,Epic,Define
48199,CSTEST-578,100422,NTP-7319,Epic,Done
48200,CSTEST-577,100423,NTP-7320,Epic,Done
48201,CSTEST-576,100424,NTP-7321,Epic,Funnel
48202,CSTEST-575,100425,NTP-7322,Epic,Done
48203,CSTEST-574,100426,NTP-7323,Epic,Done
48204,CSTEST-573,100427,NTP-7324,Epic,Done
48205,CSTEST-572,100428,NTP-7325,Epic,Funnel
48206,CSTEST-571,100429,NTP-7326,Epic,Done
48207,CSTEST-570,100430,NTP-7327,Epic,Funnel
48208,CSTEST-569,100431,NTP-7328,Epic,Archive
48209,CSTEST-568,100432,NTP-7329,Epic,Done
48210,CSTEST-567,100433,NTP-7330,Epic,Done
48211,CSTEST-566,100434,NTP-7331,Epic,Done
48513,CSTEST-565,100435,NTP-7332,Story,Funnel
48514,CSTEST-564,100436,NTP-7333,Story,Funnel
48212,CSTEST-563,100437,NTP-7334,Epic,Done
48213,CSTEST-562,100438,NTP-7335,Epic,Done
48214,CSTEST-561,100439,NTP-7336,Epic,Funnel
48215,CSTEST-560,100440,NTP-7337,Epic,Funnel
48216,CSTEST-559,100441,NTP-7338,Epic,Done
48217,CSTEST-558,100442,NTP-7339,Epic,Funnel
48218,CSTEST-557,100443,NTP-7340,Epic,Review
48219,CSTEST-556,100444,NTP-7341,Epic,Funnel
48220,CSTEST-555,100445,NTP-7342,Epic,Done
48221,CSTEST-554,100446,NTP-7343,Epic,Done
48222,CSTEST-553,100447,NTP-7344,Epic,Done
48223,CSTEST-552,100448,NTP-7345,Epic,Done
48224,CSTEST-551,100449,NTP-7346,Epic,Done
48225,CSTEST-550,100450,NTP-7347,Epic,Done
48264,CSTEST-549,100451,NTP-7348,Epic,Triage
48226,CSTEST-548,100452,NTP-7349,Epic,Funnel
48227,CSTEST-547,100453,NTP-7350,Epic,Review
48228,CSTEST-546,100454,NTP-7351,Epic,Done
48229,CSTEST-545,100455,NTP-7352,Epic,Done
48230,CSTEST-544,100456,NTP-7353,Epic,Define
48231,CSTEST-543,100457,NTP-7354,Epic,Backlog.
48232,CSTEST-542,100458,NTP-7355,Epic,Done
48233,CSTEST-541,100459,NTP-7356,Epic,Review
48234,CSTEST-540,100460,NTP-7357,Epic,Done
48235,CSTEST-539,100461,NTP-7358,Epic,Done
48236,CSTEST-538,100462,NTP-7359,Epic,Backlog.
48237,CSTEST-537,100463,NTP-7360,Epic,Done
48238,CSTEST-536,100464,NTP-7361,Epic,Done
48239,CSTEST-535,100465,NTP-7362,Epic,Define
48240,CSTEST-533,100466,NTP-7363,Epic,Archive
48241,CSTEST-532,100467,NTP-7364,Epic,Done
48242,CSTEST-531,100468,NTP-7365,Epic,Done
48243,CSTEST-530,100469,NTP-7366,Epic,Done
48244,CSTEST-529,100470,NTP-7367,Epic,Done
48349,CSTEST-528,100471,NTP-7368,Epic,Triage
48245,CSTEST-527,100472,NTP-7369,Epic,Done
48246,CSTEST-526,100473,NTP-7370,Epic,Done
48247,CSTEST-525,100474,NTP-7371,Epic,Done
48248,CSTEST-524,100475,NTP-7372,Epic,Funnel
48249,CSTEST-523,100476,NTP-7373,Epic,Archive
48250,CSTEST-522,100477,NTP-7374,Epic,Funnel
48515,CSTEST-521,100478,NTP-7375,Feature,Define
48251,CSTEST-519,100479,NTP-7376,Epic,Define
48252,CSTEST-518,100480,NTP-7377,Epic,Funnel
48253,CSTEST-510,100481,NTP-7378,Epic,Funnel
48254,CSTEST-509,100482,NTP-7379,Epic,Funnel
48255,CSTEST-508,100483,NTP-7380,Epic,Done
48256,CSTEST-506,100484,NTP-7381,Epic,Funnel
48257,CSTEST-505,100485,NTP-7382,Epic,Backlog.
48258,CSTEST-504,100486,NTP-7383,Epic,Done
48259,CSTEST-503,100487,NTP-7384,Epic,Done
48260,CSTEST-502,100488,NTP-7385,Epic,Done
48261,CSTEST-501,100489,NTP-7386,Epic,Archive
48262,CSTEST-500,100490,NTP-7387,Epic,Funnel
48263,CSTEST-499,100491,NTP-7388,Epic,Funnel
48516,CSTEST-498,100492,NTP-7389,Feature,Define
48265,CSTEST-496,100493,NTP-7390,Epic,Funnel
48266,CSTEST-495,100494,NTP-7391,Epic,Done
48517,CSTEST-492,100495,NTP-7392,Feature,Done
48267,CSTEST-486,100496,NTP-7393,Epic,Archive
48518,CSTEST-485,100497,NTP-7394,Feature,Define
48268,CSTEST-484,100498,NTP-7395,Epic,Funnel
48269,CSTEST-483,100499,NTP-7396,Epic,Funnel
48270,CSTEST-482,100500,NTP-7397,Epic,Funnel
48271,CSTEST-481,100501,NTP-7398,Epic,Funnel
48272,CSTEST-480,100502,NTP-7399,Epic,Done
48273,CSTEST-479,100503,NTP-7400,Epic,Funnel
48274,CSTEST-478,100504,NTP-7401,Epic,Funnel
48275,CSTEST-476,100505,NTP-7402,Epic,Funnel
48519,CSTEST-475,100506,NTP-7403,Feature,Archive
48276,CSTEST-474,100507,NTP-7404,Epic,Done
48277,CSTEST-472,100508,NTP-7405,Epic,Funnel
48520,CSTEST-471,100509,NTP-7406,Feature,Funnel
48521,CSTEST-468,100510,NTP-7407,Feature,Funnel
48278,CSTEST-467,100511,NTP-7408,Epic,Funnel
48279,CSTEST-466,100512,NTP-7409,Epic,Review
48522,CSTEST-465,100513,NTP-7410,Feature,Funnel
48523,CSTEST-464,100514,NTP-7411,Feature,Done
48280,CSTEST-463,100515,NTP-7412,Epic,Review
48524,CSTEST-462,100516,NTP-7413,Feature,Done
48281,CSTEST-461,100517,NTP-7414,Epic,Won't Do
48525,CSTEST-460,100518,NTP-7415,Feature,Done
48526,CSTEST-459,100519,NTP-7416,Feature,Funnel
48527,CSTEST-458,100520,NTP-7417,Feature,Done
48528,CSTEST-457,100521,NTP-7418,Feature,Funnel
48529,CSTEST-456,100522,NTP-7419,Feature,Funnel
48282,CSTEST-455,100523,NTP-7420,Epic,Done
48283,CSTEST-454,100524,NTP-7421,Epic,Implementing
48284,CSTEST-453,100525,NTP-7422,Epic,Funnel
48285,CSTEST-452,100526,NTP-7423,Epic,Funnel
48286,CSTEST-451,100527,NTP-7424,Epic,Funnel
48287,CSTEST-450,100528,NTP-7425,Epic,Funnel
48288,CSTEST-449,100529,NTP-7426,Epic,Funnel
48289,CSTEST-448,100530,NTP-7427,Epic,Funnel
48290,CSTEST-447,100531,NTP-7428,Epic,Funnel
48291,CSTEST-446,100532,NTP-7429,Epic,Funnel
48292,CSTEST-445,100533,NTP-7430,Epic,Done
48293,CSTEST-444,100534,NTP-7431,Epic,Done
48294,CSTEST-443,100535,NTP-7432,Epic,Backlog.
48550,CSTEST-442,100536,NTP-7433,Feature,Done
48551,CSTEST-441,100537,NTP-7434,Feature,Done
48306,CSTEST-440,100538,NTP-7435,Epic,Funnel
48552,CSTEST-439,100539,NTP-7436,Feature,Done
48553,CSTEST-438,100540,NTP-7437,Feature,Done
48554,CSTEST-437,100541,NTP-7438,Feature,Done
48307,CSTEST-436,100542,NTP-7439,Epic,Review
48308,CSTEST-435,100543,NTP-7440,Epic,Archive
48295,CSTEST-434,100544,NTP-7441,Epic,Funnel
48530,CSTEST-433,100545,NTP-7442,Feature,Backlog.
48296,CSTEST-432,100546,NTP-7443,Epic,Funnel
48297,CSTEST-431,100547,NTP-7444,Epic,Funnel
48531,CSTEST-430,100548,NTP-7445,Feature,Backlog.
48532,CSTEST-429,100549,NTP-7446,Feature,Backlog.
48533,CSTEST-428,100550,NTP-7447,Feature,Backlog.
48298,CSTEST-426,100551,NTP-7448,Epic,Funnel
48299,CSTEST-425,100552,NTP-7449,Epic,Funnel
48300,CSTEST-424,100553,NTP-7450,Epic,Funnel
48301,CSTEST-423,100554,NTP-7451,Epic,Funnel
48302,CSTEST-422,100555,NTP-7452,Epic,Funnel
48303,CSTEST-421,100556,NTP-7453,Epic,Funnel
48304,CSTEST-420,100557,NTP-7454,Epic,Funnel
48534,CSTEST-419,100558,NTP-7455,Feature,Funnel
48535,CSTEST-418,100559,NTP-7456,Feature,Funnel
48536,CSTEST-417,100560,NTP-7457,Feature,Funnel
48537,CSTEST-415,100561,NTP-7458,Feature,Funnel
48538,CSTEST-414,100562,NTP-7459,Feature,Funnel
48539,CSTEST-412,100563,NTP-7460,Feature,Funnel
48305,CSTEST-411,100564,NTP-7461,Epic,Funnel
48540,CSTEST-410,100565,NTP-7462,Feature,Funnel
48541,CSTEST-407,100566,NTP-7463,Feature,Funnel
48542,CSTEST-406,100567,NTP-7464,Feature,Funnel
48543,CSTEST-404,100568,NTP-7465,Feature,Funnel
48544,CSTEST-403,100569,NTP-7466,Feature,Funnel
48545,CSTEST-397,100570,NTP-7467,Feature,Funnel
48546,CSTEST-396,100571,NTP-7468,Feature,Funnel
48547,CSTEST-395,100572,NTP-7469,Feature,Funnel
48548,CSTEST-394,100573,NTP-7470,Feature,Funnel
48549,CSTEST-393,100574,NTP-7471,Feature,Funnel
48555,CSTEST-391,100575,NTP-7472,Feature,Define
48556,CSTEST-390,100576,NTP-7473,Feature,Backlog.
48309,CSTEST-377,100577,NTP-7474,Epic,Won't Do
48310,CSTEST-376,100578,NTP-7475,Epic,Won't Do
48311,CSTEST-375,100579,NTP-7476,Epic,Funnel
48312,CSTEST-374,100580,NTP-7477,Epic,Define
48313,CSTEST-373,100581,NTP-7478,Epic,Define
48314,CSTEST-372,100582,NTP-7479,Epic,Funnel
48315,CSTEST-371,100583,NTP-7480,Epic,Define
48557,CSTEST-370,100584,NTP-7481,Feature,Funnel
48316,CSTEST-369,100585,NTP-7482,Epic,Funnel
48317,CSTEST-368,100586,NTP-7483,Epic,Funnel
48318,CSTEST-367,100587,NTP-7484,Epic,Funnel
48319,CSTEST-366,100588,NTP-7485,Epic,Funnel
48320,CSTEST-365,100589,NTP-7486,Epic,Funnel
48321,CSTEST-364,100590,NTP-7487,Epic,Done
48322,CSTEST-363,100591,NTP-7488,Epic,Done
48323,CSTEST-362,100592,NTP-7489,Epic,Define
48324,CSTEST-361,100593,NTP-7490,Epic,Funnel
48325,CSTEST-360,100594,NTP-7491,Epic,Funnel
48326,CSTEST-359,100595,NTP-7492,Epic,Funnel
48558,CSTEST-358,100596,NTP-7493,Feature,Funnel
48327,CSTEST-357,100597,NTP-7494,Epic,Funnel
48328,CSTEST-356,100598,NTP-7495,Epic,Funnel
48329,CSTEST-355,100599,NTP-7496,Epic,Review
48330,CSTEST-354,100600,NTP-7497,Epic,Define
48331,CSTEST-353,100601,NTP-7498,Epic,Funnel
48332,CSTEST-352,100602,NTP-7499,Epic,Done
48333,CSTEST-351,100603,NTP-7500,Epic,Funnel
48334,CSTEST-350,100604,NTP-7501,Epic,Done
48335,CSTEST-349,100605,NTP-7502,Epic,Funnel
48336,CSTEST-348,100606,NTP-7503,Epic,Define
48337,CSTEST-347,100607,NTP-7504,Epic,Funnel
48338,CSTEST-346,100608,NTP-7505,Epic,Funnel
48339,CSTEST-345,100609,NTP-7506,Epic,Funnel
48340,CSTEST-344,100610,NTP-7507,Epic,Funnel
48559,CSTEST-343,100611,NTP-7508,Feature,Funnel
48341,CSTEST-342,100612,NTP-7509,Epic,Funnel
48342,CSTEST-341,100613,NTP-7510,Epic,Backlog.
48343,CSTEST-340,100614,NTP-7511,Epic,Funnel
48560,CSTEST-339,100615,NTP-7512,Feature,Backlog.
48561,CSTEST-338,100616,NTP-7513,Feature,Backlog.
48562,CSTEST-337,100617,NTP-7514,Feature,Backlog.
48563,CSTEST-336,100618,NTP-7515,Feature,Backlog.
48564,CSTEST-335,100619,NTP-7516,Feature,Backlog.
48565,CSTEST-334,100620,NTP-7517,Feature,Backlog.
48566,CSTEST-333,100621,NTP-7518,Feature,Done
48567,CSTEST-332,100622,NTP-7519,Feature,Done
48344,CSTEST-331,100623,NTP-7520,Epic,Archive
48345,CSTEST-330,100624,NTP-7521,Epic,Archive
48568,CSTEST-329,100625,NTP-7522,Feature,Done
48346,CSTEST-328,100626,NTP-7523,Epic,Review
48569,CSTEST-327,100627,NTP-7524,Feature,Done
48347,CSTEST-326,100628,NTP-7525,Epic,Done
48348,CSTEST-325,100629,NTP-7526,Epic,Archive
48350,CSTEST-224,100630,NTP-7527,Epic,Archive
48351,CSTEST-223,100631,NTP-7528,Epic,Archive
48352,CSTEST-222,100632,NTP-7529,Epic,Archive
48353,CSTEST-221,100633,NTP-7530,Epic,Archive
48570,CSTEST-220,100634,NTP-7531,Change,Archive
48571,CSTEST-219,100635,NTP-7532,Story,Triage
48600,CSTEST-218,100636,NTP-7533,Anomaly,Done
48599,CSTEST-217,100637,NTP-7534,Anomaly,Triage
48598,CSTEST-216,100638,NTP-7535,Anomaly,Triage
48597,CSTEST-215,100639,NTP-7536,Anomaly,Triage
48354,CSTEST-214,100640,NTP-7537,Epic,Archive
48355,CSTEST-213,100641,NTP-7538,Epic,Archive
48356,CSTEST-212,100642,NTP-7539,Epic,Archive
48357,CSTEST-211,100643,NTP-7540,Epic,Archive
48358,CSTEST-209,100644,NTP-7541,Epic,Archive
48359,CSTEST-208,100645,NTP-7542,Epic,Archive
48360,CSTEST-207,100646,NTP-7543,Epic,Archive
48361,CSTEST-206,100647,NTP-7544,Epic,Archive
48362,CSTEST-205,100648,NTP-7545,Epic,Archive
48363,CSTEST-204,100649,NTP-7546,Epic,Archive
48364,CSTEST-203,100650,NTP-7547,Epic,Archive
48365,CSTEST-202,100651,NTP-7548,Epic,Archive
48366,CSTEST-201,100652,NTP-7549,Epic,Archive
48367,CSTEST-200,100653,NTP-7550,Epic,Archive
48368,CSTEST-199,100654,NTP-7551,Epic,Archive
48572,CSTEST-197,100655,NTP-7552,Technical Debt,Triage
48573,CSTEST-196,100656,NTP-7553,Technical Debt,Triage
48369,CSTEST-195,100657,NTP-7554,Epic,Archive
48370,CSTEST-194,100658,NTP-7555,Epic,Archive
48574,CSTEST-193,100659,NTP-7556,Anomaly,Triage
48575,CSTEST-192,100660,NTP-7557,Task,Triage
48583,CSTEST-191,100661,NTP-7558,Bug,Review
48576,CSTEST-190,100662,NTP-7559,Anomaly,Triage
48577,CSTEST-189,100663,NTP-7560,Anomaly,Triage
48578,CSTEST-188,100664,NTP-7561,Anomaly,Triage
48579,CSTEST-185,100665,NTP-7562,Story,Triage
48371,CSTEST-183,100666,NTP-7563,Epic,Archive
48417,CSTEST-182,100667,NTP-7564,Epic,Archive
48372,CSTEST-169,100668,NTP-7565,Epic,Archive
48373,CSTEST-168,100669,NTP-7566,Epic,Archive
48374,CSTEST-167,100670,NTP-7567,Epic,Archive
48375,CSTEST-166,100671,NTP-7568,Epic,Archive
48376,CSTEST-165,100672,NTP-7569,Epic,Archive
48377,CSTEST-164,100673,NTP-7570,Epic,Archive
48378,CSTEST-163,100674,NTP-7571,Epic,Archive
48580,CSTEST-162,100675,NTP-7572,Story,Triage
48581,CSTEST-161,100676,NTP-7573,Story,Triage
48582,CSTEST-160,100677,NTP-7574,Anomaly,Triage
48379,CSTEST-159,100678,NTP-7575,Epic,Funnel
48380,CSTEST-158,100679,NTP-7576,Epic,Define
48381,CSTEST-157,100680,NTP-7577,Epic,Archive
48382,CSTEST-156,100681,NTP-7578,Epic,Archive
48383,CSTEST-155,100682,NTP-7579,Epic,Archive
48384,CSTEST-154,100683,NTP-7580,Epic,Archive
48385,CSTEST-151,100684,NTP-7581,Epic,Archive
48386,CSTEST-148,100685,NTP-7582,Epic,Archive
48387,CSTEST-147,100686,NTP-7583,Epic,Archive
48388,CSTEST-145,100687,NTP-7584,Epic,Archive
48389,CSTEST-144,100688,NTP-7585,Epic,Archive
48390,CSTEST-143,100689,NTP-7586,Epic,Archive
48391,CSTEST-142,100690,NTP-7587,Epic,Archive
48392,CSTEST-141,100691,NTP-7588,Epic,Archive
48393,CSTEST-140,100692,NTP-7589,Epic,Archive
48394,CSTEST-139,100693,NTP-7590,Epic,Archive
48395,CSTEST-138,100694,NTP-7591,Epic,Archive
48436,CSTEST-91,100695,NTP-7592,Epic,Archive
48396,CSTEST-90,100696,NTP-7593,Epic,Archive
48397,CSTEST-89,100697,NTP-7594,Epic,Archive
48398,CSTEST-88,100698,NTP-7595,Epic,Archive
48399,CSTEST-87,100699,NTP-7596,Epic,Archive
48400,CSTEST-86,100700,NTP-7597,Epic,Archive
48401,CSTEST-85,100701,NTP-7598,Epic,Archive
48402,CSTEST-84,100702,NTP-7599,Epic,Archive
48403,CSTEST-81,100703,NTP-7600,Epic,Archive
48404,CSTEST-80,100704,NTP-7601,Epic,Archive
48405,CSTEST-79,100705,NTP-7602,Epic,Archive
48406,CSTEST-78,100706,NTP-7603,Epic,Archive
48407,CSTEST-76,100707,NTP-7604,Epic,Archive
48408,CSTEST-75,100708,NTP-7605,Epic,Archive
48409,CSTEST-74,100709,NTP-7606,Epic,Archive
48410,CSTEST-73,100710,NTP-7607,Epic,Archive
48411,CSTEST-72,100711,NTP-7608,Epic,Archive
48412,CSTEST-71,100712,NTP-7609,Epic,Archive
48413,CSTEST-70,100713,NTP-7610,Epic,Archive
48414,CSTEST-69,100714,NTP-7611,Epic,Archive
48415,CSTEST-68,100715,NTP-7612,Epic,Archive
48416,CSTEST-67,100716,NTP-7613,Epic,Archive
48418,CSTEST-64,100717,NTP-7614,Epic,Archive
48419,CSTEST-63,100718,NTP-7615,Epic,Archive
48420,CSTEST-62,100719,NTP-7616,Epic,Archive
48421,CSTEST-61,100720,NTP-7617,Epic,Archive
48422,CSTEST-60,100721,NTP-7618,Epic,Archive
48423,CSTEST-59,100722,NTP-7619,Epic,Archive
48424,CSTEST-58,100723,NTP-7620,Epic,Archive
48425,CSTEST-57,100724,NTP-7621,Epic,Archive
48426,CSTEST-56,100725,NTP-7622,Epic,Archive
48427,CSTEST-55,100726,NTP-7623,Epic,Archive
48428,CSTEST-54,100727,NTP-7624,Epic,Archive
48429,CSTEST-53,100728,NTP-7625,Epic,Archive
48430,CSTEST-52,100729,NTP-7626,Epic,Archive
48431,CSTEST-50,100730,NTP-7627,Epic,Archive
48432,CSTEST-49,100731,NTP-7628,Epic,Archive
48433,CSTEST-48,100732,NTP-7629,Epic,Archive
48434,CSTEST-47,100733,NTP-7630,Epic,Archive
48435,CSTEST-45,100734,NTP-7631,Epic,Archive
48437,CSTEST-43,100735,NTP-7632,Epic,Archive
48438,CSTEST-42,100736,NTP-7633,Epic,Archive
48584,CSTEST-41,100737,NTP-7634,Story,Triage
48585,CSTEST-39,100738,NTP-7635,Story,Archive
48586,CSTEST-37,100739,NTP-7636,Story,Archive
48587,CSTEST-36,100740,NTP-7637,Story,Archive
48588,CSTEST-35,100741,NTP-7638,Story,Archive
48589,CSTEST-34,100742,NTP-7639,Story,Archive
48590,CSTEST-33,100743,NTP-7640,Story,Triage
48591,CSTEST-32,100744,NTP-7641,Story,Triage
48592,CSTEST-31,100745,NTP-7642,Story,Triage
48593,CSTEST-30,100746,NTP-7643,Story,Triage
48594,CSTEST-29,100747,NTP-7644,Story,Triage
48439,CSTEST-28,100748,NTP-7645,Epic,Archive
48440,CSTEST-27,100749,NTP-7646,Epic,Archive
48441,CSTEST-22,100750,NTP-7647,Epic,Archive
48442,CSTEST-19,100751,NTP-7648,Epic,Archive
48443,CSTEST-18,100752,NTP-7649,Epic,Archive
48444,CSTEST-15,100753,NTP-7650,Epic,Archive
48445,CSTEST-12,100754,NTP-7651,Epic,Archive
48446,CSTEST-6,100755,NTP-7652,Epic,Archive
48447,CSTEST-5,100756,NTP-7653,Epic,Archive
48595,CSTEST-4,100757,NTP-7654,Task,Triage
48448,CSTEST-3,100758,NTP-7655,Epic,Archive
